,holiday,temperature,rain_1h,snow_1h,clouds_percentage,weather_type,weather_type_details,date_time,population_density,population_density_categorical
20097,None,268.96,0.0,0.0,1,Clear,sky is clear,12/19/2015 17:00,4716,high
1320,None,282.52,0.0,0.0,75,Clouds,broken clouds,11/20/2012 5:00,2568,very low
39540,None,264.3,0.0,0.0,5,Clear,sky is clear,12/6/2017 7:00,5255,high
7664,None,292.82,19.9,0.0,20,Rain,very heavy rain,7/14/2013 5:00,542,very low
36366,None,291.57,0.0,0.0,90,Mist,mist,8/17/2017 13:00,4963,high
9463,None,283.06,0.0,0.0,92,Clouds,overcast clouds,10/14/2013 12:00,4696,high
4938,None,279.57,0.0,0.0,90,Haze,haze,4/9/2013 14:00,5298,high
13404,None,271.06,2.03,0.0,90,Rain,moderate rain,4/4/2014 1:00,375,very low
17198,None,292.32,0.0,0.0,1,Mist,mist,8/8/2015 1:00,935,very low
46482,None,292.88,0.0,0.0,75,Fog,fog,8/6/2018 9:00,4694,high
12608,None,254.77,0.0,0.0,90,Clouds,overcast clouds,3/1/2014 14:00,4731,high
16760,None,290.25,0.0,0.0,1,Clear,sky is clear,7/22/2015 3:00,356,very low
38050,None,279.61,0.0,0.0,90,Drizzle,drizzle,10/15/2017 3:00,457,very low
29529,None,265.75,0.0,0.0,90,Snow,light snow,12/26/2016 23:00,964,very low
25898,None,292.56,0.0,0.0,1,Clear,sky is clear,8/21/2016 11:00,3654,low
38383,None,274.42,0.0,0.0,90,Snow,snow,10/27/2017 7:00,5582,high
44412,None,306.02,0.0,0.0,1,Clear,sky is clear,5/26/2018 19:00,2965,low
42876,None,270.86,0.0,0.0,90,Snow,light snow,4/3/2018 7:00,4096,low
21699,None,274.08,0.0,0.0,90,Mist,mist,3/10/2016 6:00,5764,high
2079,None,275.44,0.0,0.0,90,Drizzle,light intensity drizzle,12/16/2012 14:00,3547,low
29966,None,259.28,0.0,0.0,90,Snow,light snow,1/11/2017 12:00,3986,low
26248,None,286.25,0.0,0.0,1,Clear,sky is clear,9/2/2016 3:00,374,very low
38584,None,275.28,0.0,0.0,75,Mist,mist,11/2/2017 8:00,5995,very high
1965,None,262.9,0.0,0.0,90,Mist,mist,12/13/2012 4:00,876,very low
7801,None,297.41,0.0,0.0,0,Clear,Sky is Clear,7/20/2013 7:00,2028,very low
4845,None,275.19,0.0,0.0,75,Clouds,broken clouds,4/7/2013 1:00,805,very low
11999,None,255.81,0.0,0.0,40,Clouds,scattered clouds,2/4/2014 8:00,5662,high
170,None,285.11,0.0,0.0,90,Clouds,overcast clouds,10/9/2012 21:00,2306,very low
13697,None,273.16,0.0,0.0,90,Clouds,overcast clouds,4/16/2014 6:00,5887,very high
30585,None,270.08,0.0,0.0,1,Clear,sky is clear,1/29/2017 13:00,4679,high
47728,None,302.23,0.0,0.0,1,Clear,sky is clear,9/16/2018 12:00,3978,low
39360,None,276.3,0.0,0.0,5,Clear,sky is clear,11/30/2017 10:00,4643,high
47555,None,289.08,0.25,0.0,1,Rain,light rain,9/9/2018 10:00,4322,low
42473,None,271.08,0.0,0.0,90,Snow,light snow,3/20/2018 10:00,4406,high
25845,None,293.92,0.0,0.0,76,Rain,light rain,8/19/2016 11:00,4881,high
15907,None,289.15,0.0,0.0,1,Mist,mist,8/5/2014 5:00,3172,low
42060,None,274.79,0.0,0.0,90,Snow,light snow,3/5/2018 3:00,486,very low
6768,None,283.35,0.25,0.0,92,Mist,mist,6/7/2013 8:00,5620,high
2933,None,259.1,0.0,0.0,90,Clouds,overcast clouds,1/14/2013 17:00,5964,very high
18908,None,283.85,0.0,0.0,1,Clear,sky is clear,10/10/2015 9:00,2423,very low
14513,None,292.86,0.0,0.0,1,Haze,haze,5/20/2014 13:00,5224,high
2446,None,266.14,0.0,0.0,90,Clouds,overcast clouds,12/28/2012 14:00,5262,high
20551,None,248.22,0.0,0.0,90,Mist,mist,1/11/2016 1:00,269,very low
2875,None,276.05,0.0,0.0,90,Drizzle,light intensity drizzle,1/12/2013 18:00,3789,low
3937,None,264.0,0.0,0.0,1,Fog,fog,2/27/2013 5:00,2604,very low
37235,None,288.88,0.0,0.0,20,Clouds,few clouds,9/17/2017 13:00,4207,low
21732,None,290.93,0.0,0.0,1,Clear,sky is clear,3/12/2016 12:00,5506,high
17534,None,287.83,0.0,0.0,90,Thunderstorm,proximity thunderstorm,8/19/2015 6:00,5764,high
31665,None,266.21,0.0,0.0,90,Clouds,overcast clouds,3/11/2017 18:00,4843,high
43204,None,273.79,0.0,0.0,90,Thunderstorm,proximity thunderstorm,4/13/2018 21:00,2158,very low
28451,None,274.09,0.0,0.0,90,Mist,mist,11/25/2016 5:00,536,very low
38931,None,279.87,0.0,0.0,90,Mist,mist,11/14/2017 15:00,5730,high
36418,None,286.65,0.0,0.0,1,Mist,mist,8/19/2017 4:00,395,very low
39128,None,279.01,0.0,0.0,75,Clouds,broken clouds,11/20/2017 20:00,2612,very low
27716,None,278.653,0.0,0.0,64,Clouds,broken clouds,10/31/2016 4:00,787,very low
36116,None,290.15,0.0,0.0,1,Thunderstorm,thunderstorm with light drizzle,8/10/2017 2:00,288,very low
44160,None,287.35,0.0,0.0,1,Clear,sky is clear,5/17/2018 6:00,5846,very high
1558,None,274.36,0.0,0.0,75,Clouds,broken clouds,11/29/2012 14:00,5463,high
18917,None,294.66,0.0,0.0,1,Clear,sky is clear,10/10/2015 18:00,2826,very low
30068,None,266.2,0.0,0.0,5,Clear,sky is clear,1/15/2017 12:00,4093,low
20858,None,269.35,0.0,0.0,90,Snow,light snow,1/26/2016 20:00,3703,low
25113,None,299.22,0.0,0.0,75,Clouds,broken clouds,7/21/2016 10:00,4189,low
12289,None,261.02,0.0,0.0,1,Clear,sky is clear,2/16/2014 10:00,3101,low
48084,None,281.52,0.0,0.0,90,Clouds,overcast clouds,9/26/2018 4:00,890,very low
43226,None,272.3,0.0,0.0,90,Haze,haze,4/14/2018 4:00,300,very low
41306,None,259.21,0.0,0.0,90,Snow,light snow,2/7/2018 1:00,346,very low
46463,None,298.62,0.0,0.0,90,Clouds,overcast clouds,8/5/2018 20:00,3316,low
47976,None,278.57,0.0,0.0,1,Clear,sky is clear,9/22/2018 3:00,611,very low
6101,None,291.39,0.0,0.0,90,Rain,light rain,5/18/2013 2:00,501,very low
29415,None,273.82,0.0,0.0,90,Haze,haze,12/24/2016 7:00,1287,very low
7213,None,297.69,0.0,0.0,32,Clouds,scattered clouds,6/25/2013 19:00,3442,low
17527,None,288.64,0.76,0.0,90,Drizzle,heavy intensity drizzle,8/19/2015 4:00,912,very low
38779,None,273.01,0.0,0.0,90,Snow,light snow,11/8/2017 23:00,1094,very low
30198,None,272.89,0.0,0.0,1,Fog,fog,1/18/2017 23:00,968,very low
38047,None,280.29,0.0,0.0,90,Rain,light rain,10/15/2017 2:00,737,very low
7891,None,293.74,0.0,0.0,0,Clear,Sky is Clear,7/23/2013 22:00,1952,very low
25455,None,293.5,0.0,0.0,20,Mist,mist,8/3/2016 6:00,5194,high
24032,None,282.99,0.0,0.0,0,Clear,Sky is Clear,6/8/2016 6:00,6154,very high
7215,None,296.2,0.0,0.0,44,Rain,moderate rain,6/25/2013 21:00,2764,very low
43961,None,285.64,0.0,0.0,20,Clouds,few clouds,5/10/2018 0:00,633,very low
25636,None,301.49,0.0,0.0,12,Clouds,few clouds,8/10/2016 18:00,4554,high
47084,None,292.56,5.08,0.0,90,Thunderstorm,proximity thunderstorm,8/26/2018 7:00,1657,very low
22805,None,284.79,0.0,0.0,90,Rain,light rain,4/25/2016 15:00,5847,very high
19690,None,272.08,0.0,0.0,90,Mist,mist,11/26/2015 14:00,3002,low
6385,None,281.32,0.0,0.0,1,Clear,sky is clear,5/25/2013 8:00,2409,very low
32726,None,288.15,0.0,0.0,90,Rain,moderate rain,4/15/2017 10:00,3876,low
567,None,289.08,0.0,0.0,90,Haze,haze,10/24/2012 13:00,5032,high
15387,None,298.5,0.0,0.0,80,Clouds,broken clouds,7/10/2014 21:00,3138,low
16251,None,296.51,0.0,0.0,1,Haze,haze,7/4/2015 10:00,2772,very low
29891,None,267.08,0.0,0.0,90,Mist,mist,1/9/2017 13:00,4285,low
38280,None,279.44,0.0,0.0,90,Clouds,overcast clouds,10/24/2017 2:00,237,very low
36183,None,292.86,0.0,0.0,1,Clear,sky is clear,8/12/2017 10:00,3831,low
44450,None,299.15,0.0,0.0,1,Clear,sky is clear,5/28/2018 9:00,1873,very low
21391,None,277.08,0.0,0.0,90,Rain,light rain,2/19/2016 14:00,5567,high
41355,None,263.22,0.0,0.0,75,Clouds,broken clouds,2/8/2018 16:00,6883,very high
5417,None,276.4,0.0,0.0,90,Mist,mist,4/23/2013 2:00,240,very low
26906,None,290.38,0.0,0.0,68,Clouds,broken clouds,9/26/2016 18:00,4044,low
46388,None,293.21,0.0,0.0,75,Rain,light rain,8/3/2018 11:00,4820,high
33916,None,280.72,0.0,0.0,90,Drizzle,drizzle,5/21/2017 23:00,1039,very low
8013,None,285.35,0.0,0.0,32,Clouds,scattered clouds,7/29/2013 2:00,324,very low
32350,None,283.48,0.0,0.0,90,Drizzle,drizzle,4/3/2017 19:00,3048,low
34644,None,294.02,0.0,0.0,40,Clouds,scattered clouds,6/18/2017 20:00,3432,low
33587,None,296.42,0.0,0.0,1,Clear,sky is clear,5/13/2017 14:00,4759,high
28745,None,273.09,0.0,0.0,90,Clouds,overcast clouds,12/2/2016 1:00,405,very low
21624,None,272.72,0.0,0.0,90,Clouds,overcast clouds,3/5/2016 7:00,2138,very low
31873,None,282.08,0.0,0.0,1,Clear,sky is clear,3/19/2017 15:00,4501,high
8590,None,301.92,0.0,0.0,92,Clouds,overcast clouds,8/22/2013 15:00,6173,very high
3960,None,273.39,0.0,0.0,90,Clouds,overcast clouds,2/27/2013 21:00,2642,very low
42111,None,271.35,0.0,0.0,90,Snow,light snow,3/6/2018 6:00,4601,high
43208,None,273.22,0.0,0.0,90,Mist,mist,4/13/2018 22:00,1773,very low
17095,None,292.87,0.0,0.0,1,Clear,sky is clear,8/4/2015 9:00,4910,high
19554,None,285.51,0.0,0.0,90,Drizzle,light intensity drizzle,11/18/2015 0:00,543,very low
6529,None,295.62,0.0,0.0,90,Rain,moderate rain,5/30/2013 17:00,6591,very high
10444,None,258.83,0.0,0.0,64,Clouds,broken clouds,12/5/2013 16:00,5792,high
39723,None,269.55,0.0,0.0,75,Clouds,broken clouds,12/12/2017 23:00,1080,very low
25556,None,295.47,0.0,0.0,8,Clear,sky is clear,8/7/2016 10:00,3764,low
26524,None,286.07,0.0,0.0,1,Clear,sky is clear,9/11/2016 6:00,1276,very low
15155,None,300.0,0.0,0.0,0,Clear,Sky is Clear,6/26/2014 16:00,6674,very high
43310,None,269.58,0.0,0.0,90,Haze,haze,4/15/2018 9:00,984,very low
28880,None,267.6,0.0,0.0,90,Snow,light snow,12/6/2016 19:00,3069,low
24633,None,289.14,0.0,0.0,1,Clear,sky is clear,7/3/2016 3:00,436,very low
39616,None,270.79,0.0,0.0,90,Snow,light snow,12/9/2017 1:00,826,very low
17584,None,295.44,0.0,0.0,1,Clear,sky is clear,8/20/2015 15:00,5917,very high
31720,None,267.42,0.0,0.0,1,Clear,sky is clear,3/13/2017 12:00,4115,low
46339,None,296.58,0.0,0.0,75,Clouds,broken clouds,8/1/2018 12:00,5141,high
24558,None,289.6,0.0,0.0,1,Clear,sky is clear,6/30/2016 1:00,446,very low
15289,None,299.38,0.0,0.0,1,Clear,sky is clear,7/6/2014 21:00,3027,low
36842,None,290.29,0.0,0.0,90,Mist,mist,9/2/2017 8:00,3064,low
45626,None,292.87,0.0,0.0,1,Clear,sky is clear,7/7/2018 0:00,1233,very low
46036,None,293.94,0.0,0.0,75,Rain,light rain,7/20/2018 20:00,3124,low
221,None,280.77,0.0,0.0,72,Drizzle,light intensity drizzle,10/12/2012 5:00,2561,very low
4769,None,267.32,0.0,0.0,1,Clear,sky is clear,4/4/2013 3:00,355,very low
33464,None,286.42,0.0,0.0,90,Thunderstorm,proximity thunderstorm with rain,5/8/2017 22:00,1508,very low
15980,None,293.514,0.0,0.0,12,Clouds,few clouds,6/22/2015 0:00,742,very low
46740,None,294.75,0.0,0.0,1,Clear,sky is clear,8/16/2018 0:00,652,very low
26593,None,285.65,0.0,0.0,1,Clear,sky is clear,9/14/2016 0:00,558,very low
35954,None,289.22,0.0,0.0,1,Clear,sky is clear,8/4/2017 23:00,2423,very low
24815,None,300.45,0.0,0.0,40,Clouds,scattered clouds,7/9/2016 17:00,3827,low
13338,None,268.06,0.0,0.0,90,Clouds,overcast clouds,4/1/2014 6:00,5511,high
44372,None,291.84,0.0,0.0,1,Thunderstorm,proximity thunderstorm,5/25/2018 6:00,5111,high
8296,None,294.19,0.0,0.0,1,Clear,sky is clear,8/9/2013 11:00,5401,high
8968,None,286.8,0.0,0.0,75,Clouds,broken clouds,9/15/2013 20:00,2994,low
1166,None,269.06,0.0,0.0,90,Clouds,overcast clouds,11/13/2012 17:00,6212,very high
47088,None,294.17,1.15,0.0,1,Rain,moderate rain,8/26/2018 9:00,3408,low
26314,None,295.0,0.0,0.0,1,Clear,sky is clear,9/4/2016 21:00,2368,very low
16476,None,296.76,0.0,0.0,40,Clouds,scattered clouds,7/11/2015 21:00,2827,very low
45205,None,298.08,0.0,0.0,90,Clouds,overcast clouds,6/21/2018 17:00,5997,very high
18216,None,284.26,0.0,0.0,1,Clear,sky is clear,9/12/2015 22:00,3248,low
46681,None,303.95,0.0,0.0,1,Clear,sky is clear,8/13/2018 13:00,4494,high
14349,None,282.736,0.0,0.0,80,Clouds,broken clouds,5/15/2014 13:00,5468,high
10343,None,274.44,0.0,0.0,64,Fog,fog,12/3/2013 8:00,5945,very high
32963,None,283.28,0.0,0.0,1,Clear,sky is clear,4/23/2017 2:00,684,very low
20539,None,249.22,0.0,0.0,1,Clear,sky is clear,1/10/2016 8:00,1721,very low
1748,None,265.58,0.0,0.0,75,Clouds,broken clouds,12/6/2012 7:00,6789,very high
34206,None,299.35,0.0,0.0,20,Clouds,few clouds,6/2/2017 12:00,5071,high
27130,None,282.715,0.0,0.0,0,Clear,Sky is Clear,10/6/2016 1:00,429,very low
20543,None,253.08,0.0,0.0,1,Clear,sky is clear,1/10/2016 12:00,3393,low
7852,None,288.32,7.11,0.0,0,Rain,heavy intensity rain,7/22/2013 9:00,4916,high
14372,None,283.2,0.0,0.0,48,Clouds,scattered clouds,5/16/2014 12:00,5669,high
2951,None,261.3,0.0,0.0,40,Clouds,scattered clouds,1/15/2013 13:00,4884,high
29772,None,254.82,0.0,0.0,90,Haze,haze,1/5/2017 0:00,543,very low
41533,None,270.29,0.0,0.0,90,Snow,light snow,2/15/2018 21:00,3916,low
8717,None,296.62,0.0,0.0,80,Thunderstorm,proximity thunderstorm,8/30/2013 5:00,2858,very low
16429,None,292.73,0.0,0.0,1,Clear,sky is clear,7/10/2015 0:00,826,very low
47798,None,288.43,0.44,0.0,90,Thunderstorm,proximity thunderstorm,9/18/2018 8:00,5873,very high
6467,None,287.98,0.0,0.0,90,Clouds,overcast clouds,5/28/2013 13:00,4848,high
12956,None,261.29,0.0,0.0,1,Clear,sky is clear,3/16/2014 8:00,1738,very low
8691,None,303.08,0.0,0.0,5,Clear,sky is clear,8/28/2013 11:00,5157,high
12179,None,261.38,0.0,0.0,90,Clouds,overcast clouds,2/11/2014 20:00,2755,very low
14301,None,283.26,0.0,0.0,44,Clouds,scattered clouds,5/13/2014 13:00,5031,high
10403,None,271.45,1.52,0.0,90,Fog,fog,12/4/2013 10:00,3869,low
23252,None,285.75,1.02,0.0,90,Drizzle,drizzle,5/11/2016 16:00,6321,very high
23407,None,282.66,0.0,0.0,1,Clear,sky is clear,5/17/2016 1:00,372,very low
47418,None,294.12,2.92,0.0,75,Thunderstorm,proximity thunderstorm with rain,9/4/2018 18:00,4383,high
38474,None,277.68,0.0,0.0,90,Mist,mist,10/29/2017 23:00,2100,very low
4295,None,268.73,0.0,0.0,1,Clear,sky is clear,3/14/2013 22:00,3350,low
19577,None,276.49,0.0,0.0,90,Rain,light rain,11/19/2015 0:00,538,very low
5949,None,291.74,0.0,0.0,1,Clear,sky is clear,5/11/2013 18:00,2771,very low
27265,None,293.244,0.0,0.0,92,Clouds,overcast clouds,10/11/2016 18:00,4378,high
31058,None,270.471,0.0,0.0,20,Clouds,few clouds,2/16/2017 9:00,5040,high
37272,None,286.95,0.0,0.0,90,Mist,mist,9/18/2017 19:00,3147,low
48092,None,285.85,0.0,0.0,75,Clouds,broken clouds,9/26/2018 12:00,4793,high
4211,None,275.63,0.0,0.0,90,Mist,mist,3/10/2013 15:00,4230,low
4774,None,267.64,0.0,0.0,1,Clear,sky is clear,4/4/2013 8:00,6410,very high
7930,None,297.15,0.0,0.0,32,Clouds,scattered clouds,7/25/2013 16:00,6423,very high
2132,None,267.68,0.0,0.0,90,Mist,mist,12/17/2012 12:00,4814,high
24731,None,301.17,0.0,0.0,40,Clouds,scattered clouds,7/6/2016 14:00,4455,high
23652,None,293.71,0.0,0.0,20,Clouds,few clouds,5/26/2016 10:00,4694,high
8649,None,304.21,0.0,0.0,36,Clouds,scattered clouds,8/25/2013 15:00,4588,high
10976,None,263.34,0.0,0.0,64,Clouds,broken clouds,12/26/2013 5:00,1908,very low
42241,None,273.0,0.0,0.0,90,Snow,light snow,3/11/2018 4:00,419,very low
15050,None,291.85,0.0,0.0,1,Clear,sky is clear,6/9/2014 21:00,2650,very low
7689,None,294.58,0.0,0.0,12,Clouds,few clouds,7/14/2013 22:00,2674,very low
19414,None,276.62,0.0,0.0,1,Mist,mist,11/11/2015 8:00,5409,high
44994,None,298.76,0.0,0.0,1,Clear,sky is clear,6/16/2018 1:00,825,very low
37274,None,286.89,0.0,0.0,90,Haze,haze,9/18/2017 20:00,2696,very low
45285,None,298.94,0.0,0.0,1,Clear,sky is clear,6/24/2018 16:00,4256,low
28317,None,274.4,0.0,0.0,90,Rain,light rain,11/22/2016 13:00,4459,high
27213,None,285.676,0.0,0.0,0,Clear,Sky is Clear,10/9/2016 13:00,4631,high
47164,None,290.18,0.93,0.0,90,Mist,mist,8/28/2018 11:00,4678,high
43554,None,288.74,0.0,0.0,40,Clouds,scattered clouds,4/24/2018 14:00,5353,high
39423,None,271.09,0.0,0.0,1,Clear,sky is clear,12/3/2017 1:00,705,very low
8043,None,292.55,0.0,0.0,20,Clouds,few clouds,7/30/2013 10:00,4578,high
17384,None,295.97,0.6,0.0,1,Rain,light rain,8/15/2015 2:00,653,very low
25676,None,295.78,0.0,0.0,88,Clouds,overcast clouds,8/12/2016 10:00,4222,low
28638,None,275.82,0.0,0.0,90,Clouds,overcast clouds,11/29/2016 12:00,4533,high
22233,None,273.48,0.0,0.0,1,Clear,sky is clear,4/4/2016 21:00,2256,very low
39788,None,268.35,0.0,0.0,90,Mist,mist,12/15/2017 12:00,5368,high
19846,None,275.96,0.0,0.0,90,Mist,mist,12/6/2015 9:00,3163,low
25606,None,302.58799999999997,0.0,0.0,20,Clouds,few clouds,8/9/2016 12:00,4478,high
25690,None,292.16,0.0,0.0,0,Clear,Sky is Clear,8/13/2016 0:00,1721,very low
9123,None,287.08,0.0,0.0,0,Clear,Sky is Clear,9/26/2013 4:00,862,very low
40774,None,271.75,0.0,0.0,1,Mist,mist,1/19/2018 2:00,283,very low
23209,None,284.18,0.25,0.0,90,Rain,light rain,5/10/2016 12:00,4888,high
19513,None,282.42,0.0,0.0,90,Rain,light rain,11/16/2015 19:00,2808,very low
23857,None,290.68,0.0,0.0,75,Clouds,broken clouds,6/1/2016 16:00,6572,very high
38829,None,269.29,0.0,0.0,90,Snow,light snow,11/11/2017 1:00,649,very low
27006,None,287.93,0.0,0.0,36,Clouds,scattered clouds,9/30/2016 21:00,3722,low
30285,None,275.79,0.0,0.0,90,Mist,mist,1/20/2017 15:00,5901,very high
9018,None,290.34,0.0,0.0,90,Mist,mist,9/18/2013 7:00,5951,very high
43477,None,276.08,0.0,0.0,1,Haze,haze,4/21/2018 9:00,4153,low
39564,None,265.15,0.0,0.0,1,Clear,sky is clear,12/6/2017 23:00,1093,very low
45956,None,296.89,0.0,0.0,75,Clouds,broken clouds,7/18/2018 21:00,2949,low
1708,None,284.74,0.0,0.0,75,Clouds,broken clouds,12/4/2012 14:00,5292,high
9805,None,270.6,0.0,0.0,64,Clouds,broken clouds,11/12/2013 14:00,5298,high
38788,None,265.55,0.0,0.0,40,Snow,light snow,11/9/2017 9:00,5710,high
7971,None,290.43,0.0,0.0,64,Clouds,broken clouds,7/27/2013 9:00,3524,low
25661,None,298.46,0.0,0.0,88,Rain,light rain,8/11/2016 19:00,3353,low
9484,None,283.27,0.64,0.0,92,Rain,moderate rain,10/15/2013 15:00,5901,very high
23257,None,285.74,0.51,0.0,90,Mist,mist,5/11/2016 18:00,4413,high
39103,None,273.22,0.0,0.0,5,Clear,sky is clear,11/19/2017 19:00,2989,low
17302,None,293.19,0.0,0.0,1,Clear,sky is clear,8/11/2015 21:00,2823,very low
32427,None,285.08,0.0,0.0,5,Clear,sky is clear,4/6/2017 15:00,5787,high
27842,None,277.09,0.0,0.0,1,Mist,mist,11/5/2016 6:00,1200,very low
45085,None,292.88,0.0,0.0,90,Rain,moderate rain,6/18/2018 10:00,4161,low
16956,None,298.29,0.0,0.0,1,Clear,sky is clear,7/29/2015 12:00,4400,high
44573,None,300.36,0.0,0.0,75,Clouds,broken clouds,5/31/2018 14:00,5407,high
10879,None,259.77,0.0,0.0,64,Mist,mist,12/22/2013 23:00,1002,very low
10239,None,275.33,0.0,0.0,64,Clouds,broken clouds,11/30/2013 12:00,4165,low
9304,None,280.76,0.0,0.0,90,Drizzle,light intensity drizzle,10/6/2013 2:00,531,very low
40565,None,256.89,0.0,0.0,1,Clear,sky is clear,1/11/2018 23:00,949,very low
31038,None,270.55,0.0,0.0,0,Clear,Sky is Clear,2/15/2017 13:00,4873,high
13521,None,276.66,0.0,0.0,1,Clear,sky is clear,4/8/2014 22:00,3702,low
9694,None,270.71,0.0,0.0,64,Clouds,broken clouds,11/7/2013 20:00,3026,low
41946,None,272.58,0.0,0.0,90,Clouds,overcast clouds,3/1/2018 3:00,385,very low
10694,None,255.39,0.0,0.0,90,Clouds,overcast clouds,12/15/2013 6:00,798,very low
18208,None,292.21,0.0,0.0,1,Clear,sky is clear,9/12/2015 14:00,2696,very low
45714,None,296.68,0.0,0.0,75,Rain,light rain,7/10/2018 13:00,4719,high
36790,None,294.36,0.0,0.0,1,Clear,sky is clear,8/31/2017 17:00,6641,very high
47834,None,288.57,0.0,0.0,90,Mist,mist,9/19/2018 6:00,5803,high
11566,None,276.793,0.0,0.0,64,Clouds,broken clouds,1/18/2014 2:00,507,very low
3624,None,273.44,0.0,0.0,90,Mist,mist,2/15/2013 0:00,792,very low
44266,None,290.01,0.0,0.0,90,Rain,light rain,5/21/2018 11:00,4454,high
41643,None,266.72,0.0,0.0,90,Mist,mist,2/19/2018 19:00,2087,very low
2885,None,277.31,0.0,0.0,90,Rain,light rain,1/12/2013 22:00,2101,very low
31305,None,269.75,0.0,0.0,1,Clear,sky is clear,2/25/2017 23:00,1943,very low
15076,None,291.54,2.16,0.0,76,Mist,mist,6/12/2014 1:00,423,very low
47617,None,295.29,0.0,0.0,1,Clear,sky is clear,9/12/2018 0:00,750,very low
43987,None,283.09,0.0,0.0,1,Clear,sky is clear,5/11/2018 2:00,302,very low
2400,None,259.35,0.0,0.0,1,Clear,sky is clear,12/26/2012 15:00,5203,high
9669,None,276.58,0.0,0.0,64,Clouds,broken clouds,11/6/2013 14:00,5166,high
19468,None,273.41,0.0,0.0,1,Clear,sky is clear,11/14/2015 2:00,609,very low
5527,None,278.03,0.0,0.0,40,Clouds,scattered clouds,4/26/2013 12:00,5703,high
29330,None,277.21,0.0,0.0,90,Clouds,overcast clouds,12/21/2016 13:00,5176,high
43396,None,273.61,0.0,0.0,1,Clear,sky is clear,4/18/2018 3:00,521,very low
10455,None,251.94,0.0,0.0,1,Clear,sky is clear,12/6/2013 5:00,2538,very low
37804,None,286.15,0.0,0.0,90,Drizzle,light intensity drizzle,10/6/2017 20:00,3137,low
30737,None,265.52,0.0,0.0,1,Clear,sky is clear,2/3/2017 13:00,5128,high
33770,None,281.77,0.0,0.0,90,Drizzle,drizzle,5/18/2017 7:00,6530,very high
43078,None,275.35,0.0,0.0,75,Clouds,broken clouds,4/9/2018 14:00,5093,high
39324,None,275.42,0.0,0.0,1,Clear,sky is clear,11/28/2017 22:00,1532,very low
40277,None,251.53,0.0,0.0,1,Clear,sky is clear,1/1/2018 22:00,1213,very low
21665,None,285.36,0.0,0.0,1,Clear,sky is clear,3/8/2016 2:00,248,very low
43508,None,289.93,0.0,0.0,20,Clouds,few clouds,4/22/2018 16:00,4713,high
6421,None,289.06,0.0,0.0,90,Clouds,overcast clouds,5/26/2013 15:00,3588,low
47538,None,295.84,0.0,0.0,1,Clear,sky is clear,9/8/2018 17:00,4125,low
22490,None,287.55,0.0,0.0,75,Clouds,broken clouds,4/16/2016 6:00,1442,very low
36357,None,292.61,0.0,0.0,90,Rain,light rain,8/17/2017 9:00,5086,high
33271,None,276.22,0.0,0.0,90,Snow,light snow,5/1/2017 16:00,5904,very high
14210,None,286.69,0.5,0.0,90,Drizzle,drizzle,5/10/2014 22:00,2568,very low
2328,None,268.86,0.0,0.0,1,Clear,sky is clear,12/23/2012 16:00,4039,low
2188,None,268.12,0.0,0.0,90,Mist,mist,12/19/2012 4:00,790,very low
20697,None,249.75,0.0,0.0,1,Clear,sky is clear,1/19/2016 6:00,5669,high
35693,None,294.76,0.0,0.0,90,Rain,light rain,7/26/2017 7:00,6510,very high
47003,None,292.56,2.2,0.0,90,Mist,mist,8/24/2018 14:00,5499,high
13100,None,259.84,0.0,0.0,20,Clouds,few clouds,3/22/2014 8:00,2660,very low
32276,None,284.47,0.0,0.0,20,Clouds,few clouds,4/1/2017 21:00,3055,low
9981,None,280.7,0.0,0.0,64,Clouds,broken clouds,11/19/2013 14:00,5242,high
41475,None,271.41,0.0,0.0,5,Clear,sky is clear,2/13/2018 15:00,5647,high
15459,None,294.9,0.0,0.0,92,Rain,light rain,7/12/2014 21:00,2838,very low
